path,relpath,filename,class,part,md5,dhash,width,height,broken,exclude,exclude_reason,group,split
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3042.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3042.JPG,DSCN3042.JPG,talc,ch1,48aa87b2378018a9d802e82a5f678137,94cdd2d352e360c991dab1e7213e237a20ec18ed587548fb416e59bc20bc672a,2272,1704,False,False,,f10,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3048.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3048.JPG,DSCN3048.JPG,talc,ch1,1e8f19cfac27b82d7b95f2e543bcfb72,8716a70e239a01fa4878263f321d3b1eb82eb40e358f9d8629822cc9cce5643b,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3051.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3051.JPG,DSCN3051.JPG,talc,ch1,6b0140a599150bc65e3d03a57cc05d14,5a6c439a4398e3387174bce086618f258e0b8e830780019005fb00fc20fe607b,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3052.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3052.JPG,DSCN3052.JPG,talc,ch1,4b442a0e51d00574677596845201a0a2,648948b1e4b930f7984f90cd28ed019dc39f4e1d4c5c5cba0cb394eb8dc22df2,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3053.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3053.JPG,DSCN3053.JPG,talc,ch1,4ee365a623060848c243085725a0a7ca,e2ecdc4bd8ca18469a949e060c15872966b3b7138b9f8c9dbc8918cab04aa60b,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3056.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3056.JPG,DSCN3056.JPG,talc,ch1,5b30b62004cc287f031148582c75b63a,43982c8c019d0178806a407912f502e809b60cb308a345272413188f28992d18,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3057.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3057.JPG,DSCN3057.JPG,talc,ch1,74862830d250ac4607850717d25be271,597730cf24cf495e4e5e4c8ea99bb5b2159e25974fab2b6a93dc47850fe708c9,2272,1704,False,False,,f11,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN3066.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN3066.JPG,DSCN3066.JPG,talc,ch1,d199a2fc63476cc71f7551b9a19e2187,55b5712647c6c48bc4950c9d9989910da94df01eb0b0883410328822886b24e4,2272,1704,False,False,,f17,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4695.JPG,DSCN4695.JPG,talc,ch1,6ff77e895029d7c92d983a808e5ba50f,c05166dbc7da89d80d89663978163875d97d50c098e9986d248c359c1d1d8db1,2272,1704,False,True,md5-conflict-cross-class,f18,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4708.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4708.JPG,DSCN4708.JPG,talc,ch1,9987c0e7ff63dbf9d1382e279a1a5c63,213120e9454b41caa0d008c35336100c4c295899133c435a4073523340b30d6b,2272,1704,False,False,,f19,val
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4714.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4714.JPG,DSCN4714.JPG,talc,ch1,0541f925af732fbc9e93e53b7eb71fac,8eb593c597a49a2ea279a669387c309698d6184624274c2648ae58cf08c708ad,2272,1704,False,False,,f20,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4715.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4715.JPG,DSCN4715.JPG,talc,ch1,79f19f9d4f11dd9d37924a3002c5afa6,cb34d27d807824f482f421d83338323106110d292d210c341c3c387418471b27,2272,1704,False,False,,f20,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4717.JPG,DSCN4717.JPG,talc,ch1,07dabf54c3e3591b2c35b9c9167ca6c8,220e2a4840e9242ba21ba456822e027704a710e690e3c4eb71f8d2f2a65324f3,2272,1704,False,True,md5-conflict-cross-class,f20,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4718.JPG,DSCN4718.JPG,talc,ch1,faef329616fec8f62612616f58917d31,8d4a035203e340c358d518e196ce399f7a9e3d9e391f7e6f6963306ac83ea91a,2272,1704,False,False,,f20,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4719.JPG,DSCN4719.JPG,talc,ch1,eaf40da89d5bd3b1ecfe709d5674886b,8cd3529a1b0ca74c1bab38b33933903b6a332473346130a13089611079b09b33,2272,1704,False,False,,f20,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4720.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4720.JPG,DSCN4720.JPG,talc,ch1,8a1977b43dc0ba2c39a71850393dcb64,63e649d6055a0d5a895e9cfe1cf609af29b701a61233929b6099445b4a734ce3,2272,1704,False,False,,f20,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4721.JPG,DSCN4721.JPG,talc,ch1,fda46c166230c2fc21f39af757c75646,035913333393130332863397279777535b2b0b2f622d862e9b17b98bbd2bbb2b,2272,1704,False,True,md5-conflict-cross-class,f26,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4727.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4727.JPG,DSCN4727.JPG,talc,ch1,bc2117b9d92379d657f5df58bad64392,78d9591b31333442302339072da7ccc7c705e72d271b26312c533c47c458c477,2272,1704,False,False,,f27,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4728.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4728.JPG,DSCN4728.JPG,talc,ch1,6f65c2cc7dcec1d16d537c38cd0e12c9,99323363c3924963433e69382db8cc9cc65c611de187b1c334d334d372136153,2272,1704,False,False,,f27,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4730.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4730.JPG,DSCN4730.JPG,talc,ch1,d62bd4405a7c4859330ec107988a66e0,1a5d1c60889d806d10e601dacbb3439f22cfc1de80df80fd1b1c329d64a8a905,2272,1704,False,False,,f27,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4731.JPG,DSCN4731.JPG,talc,ch1,7425102947d33fc7019d5b2af9c265e4,23e5039dc79a53c98b4956c653229bc649d7cf65da7b981f229b881f21ce20ff,2272,1704,False,True,md5-conflict-cross-class,f27,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4732.JPG,DSCN4732.JPG,talc,ch1,e0a997ba44026d72b918550d699f5d28,0f36023b2479a17683b6067a0a5e264f6e6f4e5f049d84df996bb871e63c9676,2272,1704,False,True,md5-conflict-cross-class,f27,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4733.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4733.JPG,DSCN4733.JPG,talc,ch1,f750f45a5c0d4f720bd979bd60b172c1,99191b2d822c225831db07ab327a397349f38c7314752cbd294f869e459721b3,2272,1704,False,False,,f27,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4734.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4734.JPG,DSCN4734.JPG,talc,ch1,4f9994b988d45cc0fc6d8dfb4b972c2b,9030967426692039029a20524476386f33361d262d2d1d3c18fb85b7037d036d,2272,1704,False,False,,f33,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4735.JPG,DSCN4735.JPG,talc,ch1,57cb134ef15fb534e63e4c89cde68505,98a321b321e361c603df82cd113c363c70693b75926692e646e606e787e7e5e4,2272,1704,False,True,md5-conflict-cross-class,f33,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4754.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4754.JPG,DSCN4754.JPG,talc,ch1,c704256f968bb9a8491236a1ef4b71b5,30bc48bc439a319931bb093d992d029c86cfc62e467a0c59987d257761574a47,2272,1704,False,False,,f35,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN4755.JPG,DSCN4755.JPG,talc,ch1,a04f62860630de36ba81a13ac2b6d2fa,1193b12012149b184ec8a0e943d30be59be90ba9a34ddb59cb272d8f24d251e6,2272,1704,False,True,md5-conflict-cross-class,f35,
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5032.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5032.JPG,DSCN5032.JPG,talc,ch1,c41fce2a36f47d0fc24a66e6d7e31cee,0aee0462065e031b0c3b823b013f106d106e107210f520f500e6011a01560054,2272,1704,False,False,,f37,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5180.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5180.JPG,DSCN5180.JPG,talc,ch1,08a8da148b7a8ad6862ab76ae9a91494,d26496cb959a83488790be051f11341b7ce6d966b1e681d7c9b499482a423652,2272,1704,False,False,,f38,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5183.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5183.JPG,DSCN5183.JPG,talc,ch1,856f91a5ad3e48fc2015bb99a1509c9a,87118eeb81cce62d5a2a1e0e148e2c1b4d0dd60fe6071a8c1b06590f930d121e,2272,1704,False,False,,f38,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5185.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5185.JPG,DSCN5185.JPG,talc,ch1,9ffb377b6ebf7beae09cb5cf33bdc43b,1a6d00460766286611e701edc5c7c772037947138da29d992647972676791474,2272,1704,False,False,,f38,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Оталькованные руды\DSCN5186.JPG",Фото руд по сортам. ч1\Оталькованные руды\DSCN5186.JPG,DSCN5186.JPG,talc,ch1,9556fbd8f152ce985c01bd0f1e484e34,d2646c48319c31cfc7e7839d13dc2b4c9f5d1eae4c464c8e069e07d202e71ed9,2272,1704,False,False,,f38,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2539589-1.JPG",Фото руд по сортам. ч1\Рядовые руды\2539589-1.JPG,2539589-1.JPG,ordinary,ch1,631dba2c11d40eef3a2d1a1cdf6f934d,140b80c58026c04c049c853cc0b4a1a5911f049e859c58d295e7ada72cea3cdc,2272,1704,False,False,,sample:2539589,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2539589-2.JPG",Фото руд по сортам. ч1\Рядовые руды\2539589-2.JPG,2539589-2.JPG,ordinary,ch1,475876382853a3cc59977d0fe37c59b1,2747a505ad55266434e06ab24adb09cf67a726161a4b142b1d9b1e121c320c73,2272,1704,False,False,,sample:2539589,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2539590-1.JPG",Фото руд по сортам. ч1\Рядовые руды\2539590-1.JPG,2539590-1.JPG,ordinary,ch1,74396db75c1b522095b3bb08007015eb,028d432d18d53174617fc6bacc798cb58e5b9c5bb8b3a0e4226599650d9b053c,2272,1704,False,False,,sample:2539590,val
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2544791-1 10x аншлиф.JPG",Фото руд по сортам. ч1\Рядовые руды\2544791-1 10x аншлиф.JPG,2544791-1 10x аншлиф.JPG,ordinary,ch1,746ba5510810ba4e90f368778d837846,0136444d406d40da41d24065026d240d221b204e42cd80fb127b03b3a3676166,2272,1704,False,False,,sample:2544791,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2544791-2 10x аншлиф.JPG",Фото руд по сортам. ч1\Рядовые руды\2544791-2 10x аншлиф.JPG,2544791-2 10x аншлиф.JPG,ordinary,ch1,2ee63282cbf3fc428cb4a4a619d7c427,84bf963e8a3e12de00ef2d4f236b0173152d112d216f359b0133093794e1856d,2272,1704,False,False,,sample:2544791,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2544791-2 20x аншлиф.JPG",Фото руд по сортам. ч1\Рядовые руды\2544791-2 20x аншлиф.JPG,2544791-2 20x аншлиф.JPG,ordinary,ch1,9ec4184ceb93cd98d83b9c099359c0df,3832383a0073014b0107819f013b00230167046f046f830b80c64056001a001c,2272,1704,False,False,,sample:2544791,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2544793-2 10x аншлиф.JPG",Фото руд по сортам. ч1\Рядовые руды\2544793-2 10x аншлиф.JPG,2544793-2 10x аншлиф.JPG,ordinary,ch1,8f8858a6a8609b4a17ebb349fff7c39e,6217520f4c5f2436001f003b010d0136129e06cc04cd06ef066f066b333638ef,2272,1704,False,False,,sample:2544793,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2548036 5x 1.JPG",Фото руд по сортам. ч1\Рядовые руды\2548036 5x 1.JPG,2548036 5x 1.JPG,ordinary,ch1,864626c90ff835559bd9680832dbe06f,59699d2db66e355e666706fb84d90adb0a9b2325122f4a6a8b2e949c325a333f,2272,1704,False,False,,sample:2548036,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2548036 5x 2.JPG",Фото руд по сортам. ч1\Рядовые руды\2548036 5x 2.JPG,2548036 5x 2.JPG,ordinary,ch1,efa78eab0f3070e470019017f58103b7,115e18bc005c0257139f859e8b5d819e209600d7494f019f049f221e231ea41e,2272,1704,False,False,,sample:2548036,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2548037 10x 2.JPG",Фото руд по сортам. ч1\Рядовые руды\2548037 10x 2.JPG,2548037 10x 2.JPG,ordinary,ch1,9857d184d15029bc32eb13009e1a8833,0316ac1f1b3a833481b8c53a021b011e193e093a083f496f864e0737e066c646,2272,1704,False,False,,sample:2548037,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2548037 10x 3.JPG",Фото руд по сортам. ч1\Рядовые руды\2548037 10x 3.JPG,2548037 10x 3.JPG,ordinary,ch1,4a92b597e46c625df3e9b6545019062a,499b6429c529b65932cc7b0c224904cd155f947f066b1ced8e5e0e769e631ae1,2272,1704,False,False,,sample:2548037,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550496-1 20x.JPG",Фото руд по сортам. ч1\Рядовые руды\2550496-1 20x.JPG,2550496-1 20x.JPG,ordinary,ch1,c037b92922cb57684119f485c534525a,632a2a23e033c0a70067105f10ed10bf00fe02fe63d47bc93e49788d642bb336,2272,1704,False,False,,sample:2550496,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550501-1 20x.JPG",Фото руд по сортам. ч1\Рядовые руды\2550501-1 20x.JPG,2550501-1 20x.JPG,ordinary,ch1,999631af2f063f6968f0269cb95deef2,6835662f23bd60bc427ce4bfc42e893f0837401f01760ab50eb906780e14ac8c,2272,1704,False,False,,sample:2550501,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550501-2 10x.JPG",Фото руд по сортам. ч1\Рядовые руды\2550501-2 10x.JPG,2550501-2 10x.JPG,ordinary,ch1,a60c828f543e005e7ceaf0420852da14,16df133e939e119b2139113f5b36192f068f163d027f065b4c7b4a730b379435,2272,1704,False,False,,sample:2550501,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550501-3 10x (1).JPG",Фото руд по сортам. ч1\Рядовые руды\2550501-3 10x (1).JPG,2550501-3 10x (1).JPG,ordinary,ch1,aee779507fdf2411519f8ed4417593c3,399244e514c7204e8097c925b195519b499b8f8d071d4f950c2e0c9b2e636627,2272,1704,False,False,,sample:2550501,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550506-1 5x.JPG",Фото руд по сортам. ч1\Рядовые руды\2550506-1 5x.JPG,2550506-1 5x.JPG,ordinary,ch1,c454cab0f5b27379c358b5fb6a9e46cc,d986190b25234746038f118e498664c958cf18cf18b70cbb8f340f3346348317,2272,1704,False,False,,sample:2550506,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2550506-2 10x.JPG",Фото руд по сортам. ч1\Рядовые руды\2550506-2 10x.JPG,2550506-2 10x.JPG,ordinary,ch1,b052d118386b53bcb5342a1af3c01a4e,128f061f041f063d01f721eb04ed88f30cd304d3009b19991139061b2dd98d0d,2272,1704,False,False,,sample:2550506,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652979 10x 5.JPG",Фото руд по сортам. ч1\Рядовые руды\2652979 10x 5.JPG,2652979 10x 5.JPG,ordinary,ch1,81c828b7c9a55fdc313bddef29afb6c1,ad740c770b8f6337332d272d267d0ad944dc253dd2f9c8f24133c1ab83428282,2272,1704,False,False,,sample:2652979,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652981 10x 5.JPG",Фото руд по сортам. ч1\Рядовые руды\2652981 10x 5.JPG,2652981 10x 5.JPG,ordinary,ch1,df6fbcc4dde9a6433b4f8f4a53bc0db4,07b22c52395a1b7213f22a6e9a5d02bf62b7008d013b0356063f0e190c3408b8,2272,1704,False,False,,sample:2652981,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652982 5x 16.JPG",Фото руд по сортам. ч1\Рядовые руды\2652982 5x 16.JPG,2652982 5x 16.JPG,ordinary,ch1,7e740cd44e69e2e7b362a6e7abb13aa2,464ad318939d069c16984519219830ba1832021262192a4b28cb82941b264928,2272,1704,False,False,,sample:2652982,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652982 5x 2.JPG",Фото руд по сортам. ч1\Рядовые руды\2652982 5x 2.JPG,2652982 5x 2.JPG,ordinary,ch1,310496344072d1b830e64ad099e8c30b,60a6626681079407441f089f905f809c008f104700274055226f226f116788e7,2272,1704,False,False,,sample:2652982,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652982 5x 4.JPG",Фото руд по сортам. ч1\Рядовые руды\2652982 5x 4.JPG,2652982 5x 4.JPG,ordinary,ch1,a93a86e1555666b788a401478b86dd97,00a80028010d403d0258013908a9013b0133026602c904a904870515099d1d93,2272,1704,False,False,,sample:2652982,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652982 5x 7.JPG",Фото руд по сортам. ч1\Рядовые руды\2652982 5x 7.JPG,2652982 5x 7.JPG,ordinary,ch1,8130d4560cbab34a7308c9aec74ad9ba,020f9693851f102d000d440d0165006d001d402d01654127c217045f259b2316,2272,1704,False,False,,sample:2652982,train
"C:\Users\user\Documents\my_project\data\Задача 3. Скажи мне, кто твой шлиф\Фото руд по сортам. ч1\Рядовые руды\2652982 5x 9.JPG",Фото руд по сортам. ч1\Рядовые руды\2652982 5x 9.JPG,2652982 5x 9.JPG,ordinary,ch1,385c8600ab5c00e2a969bb88bd2a56f5,c5324e84063632150e2a0996241f884fc81b6119310b22332019680f642524d1,2272,1704,False,False,,sample:2652982,train
